title,authors,average_rating,language_code,publisher,tags
Aeschylus 1 The Oresteia Agamemnon The Libation Bearers The Eumenides,Aeschylus/DavidR.Slavitt/SmithPalmerBovie,4.02,eng,UniversityofPennsylvaniaPress,"aeschylus 1 the oresteia agamemnon the libation bearers the eumenides,aeschylus/davidr.slavitt/smithpalmerbovie,universityofpennsylvaniapress"
The Complete Greek Tragedies Volume 1 Aeschylus,Aeschylus/RichmondLattimore/DavidGrene,4.1,eng,UniversityofChicagoPress,"the complete greek tragedies volume 1 aeschylus,aeschylus/richmondlattimore/davidgrene,universityofchicagopress"
Aeschylus The Oresteia A Student Guide Landmarks of World Literature ,SimonGoldhill,4.03,eng,CambridgeUniversityPress,"aeschylus the oresteia a student guide landmarks of world literature ,simongoldhill,cambridgeuniversitypress"
The Oresteia Agamemnon Choephoroe  Eumenides Everyman s Library No 260 ,Aeschylus/GeorgeThomson/RichardSeaford,4.02,eng,Everyman'sLibrary,"the oresteia agamemnon choephoroe  eumenides everyman s library no 260 ,aeschylus/georgethomson/richardseaford,everyman'slibrary"
Aeschylus 2 The Persians Seven Against Thebes The Suppliants Prometheus Bound,Aeschylus/DavidR.Slavitt/SmithPalmerBovie,4.1,en-GB,UniversityofPennsylvaniaPress,"aeschylus 2 the persians seven against thebes the suppliants prometheus bound,aeschylus/davidr.slavitt/smithpalmerbovie,universityofpennsylvaniapress"
The Oresteia Trilogy Agamemnon The Libation Bearers The Furies,Aeschylus/E.D.A.Morshead,4.02,eng,DoverPublications,"the oresteia trilogy agamemnon the libation bearers the furies,aeschylus/e.d.a.morshead,doverpublications"
The Suppliant Maidens The Persians Seven against Thebes Prometheus Bound,Aeschylus/E.D.A.Morshead,4.1,eng,KessingerPublishing,"the suppliant maidens the persians seven against thebes prometheus bound,aeschylus/e.d.a.morshead,kessingerpublishing"
Sophocles II Ajax Women of Trachis Electra Philoctetes Complete Greek Tragedies 4 ,Sophocles/DavidGrene/RichmondLattimore/JohnMoore/MichaelJameson,4.14,eng,UniversityofChicagoPress,"sophocles ii ajax women of trachis electra philoctetes complete greek tragedies 4 ,sophocles/davidgrene/richmondlattimore/johnmoore/michaeljameson,universityofchicagopress"
The Oedipus Plays of Sophocles Oedipus the King Oedipus at Colonus Antigone,Sophocles/PaulRoche,3.97,eng,Plume,"the oedipus plays of sophocles oedipus the king oedipus at colonus antigone,sophocles/paulroche,plume"
The Complete Plays,Sophocles/PaulRoche,4.27,eng,NewAmericanLibrary,"the complete plays,sophocles/paulroche,newamericanlibrary"
The Oedipus Cycle Oedipus Rex Oedipus at Colonus Antigone,Sophocles/RobertFitzgerald/DudleyFitts,3.97,eng,MarinerBooks,"the oedipus cycle oedipus rex oedipus at colonus antigone,sophocles/robertfitzgerald/dudleyfitts,marinerbooks"
The Three Theban Plays Antigone Oedipus the King Oedipus at Colonus,Sophocles/RobertFagles/BernardKnox,3.97,eng,PenguinBooks,"the three theban plays antigone oedipus the king oedipus at colonus,sophocles/robertfagles/bernardknox,penguinbooks"
Theban Plays,Sophocles/PeterMeineck/PaulWoodruff,3.97,en-US,HackettPublishingCompanyInc.,"theban plays,sophocles/petermeineck/paulwoodruff,hackettpublishingcompanyinc."
The Theban Plays Everyman s Library  93 ,Sophocles/DavidGrene/CharlesSegal,3.97,en-US,AlfredA.Knopf,"the theban plays everyman s library  93 ,sophocles/davidgrene/charlessegal,alfreda.knopf"
Electra and Other Plays,Sophocles/E.F.Watling,4.14,eng,Penguin,"electra and other plays,sophocles/e.f.watling,penguin"
Antigone Oedipus the Kingn Electra,Sophocles/EdithHall/H.D.F.Kitto,3.94,eng,OxfordUniversityPress,"antigone oedipus the kingn electra,sophocles/edithhall/h.d.f.kitto,oxforduniversitypress"
Oedipus Rex  The Theban Plays  1 ,Sophocles/J.E.Thomas,3.7,eng,PrestwickHouse-(LiteraryTouchstoneClassic),"oedipus rex  the theban plays  1 ,sophocles/j.e.thomas,prestwickhouse-(literarytouchstoneclassic)"
The Oedipus Plays of Sophocles,Sophocles/PaulRoche,3.97,eng,SignetBooks(NY),"the oedipus plays of sophocles,sophocles/paulroche,signetbooks(ny)"
Oedipus Rex Greek and Latin Classics ,Sophocles/RogerD.Dawe,3.7,grc,CambridgeUniversityPress,"oedipus rex greek and latin classics ,sophocles/rogerd.dawe,cambridgeuniversitypress"
Oedipus the King,Sophocles/BernardKnox/CynthiaBrantleyJohnson,3.7,eng,SimonSchuster,"oedipus the king,sophocles/bernardknox/cynthiabrantleyjohnson,simonschuster"
Four Plays The Clouds The Birds Lysistrata The Frogs,Aristophanes/WilliamArrowsmith/RichmondLattimore/DouglassParker,4.06,eng,Plume,"four plays the clouds the birds lysistrata the frogs,aristophanes/williamarrowsmith/richmondlattimore/douglassparker,plume"
Three Plays by Aristophanes Lysistrata Women at the Thesmophoria Assemblywomen,Aristophanes/JeffreyHenderson,3.94,eng,Routledge,"three plays by aristophanes lysistrata women at the thesmophoria assemblywomen,aristophanes/jeffreyhenderson,routledge"
The Complete Plays,Aristophanes/MosesHadas,4.21,eng,BantamClassics,"the complete plays,aristophanes/moseshadas,bantamclassics"
Aristophanes 1 The Acharnians Peace Celebrating Ladies Wealth,Aristophanes/DavidR.Slavitt,3.83,eng,UniversityofPennsylvaniaPress,"aristophanes 1 the acharnians peace celebrating ladies wealth,aristophanes/davidr.slavitt,universityofpennsylvaniapress"
Clouds Wasps Birds Aristophanes 1 ,Aristophanes/PeterMeineck,3.77,eng,HackettPublishingCompanyInc.,"clouds wasps birds aristophanes 1 ,aristophanes/petermeineck,hackettpublishingcompanyinc."
Lysistrata and Other Plays,Aristophanes/AlanH.Sommerstein,3.95,en-US,PenguinClassics,"lysistrata and other plays,aristophanes/alanh.sommerstein,penguinclassics"
Acharnians,Aristophanes/JeffreyHenderson,3.42,eng,FocusPublishing/R.PullinsCompany,"acharnians,aristophanes/jeffreyhenderson,focuspublishing/r.pullinscompany"
Clouds,Aristophanes/KennethJamesDover,3.75,eng,OxfordUniversityPressUSA,"clouds,aristophanes/kennethjamesdover,oxforduniversitypressusa"
Clouds Wasps Peace,Aristophanes/JeffreyHenderson,4.07,grc,LoebClassicalLibrary/HarvardUniversityPress,"clouds wasps peace,aristophanes/jeffreyhenderson,loebclassicallibrary/harvarduniversitypress"
Three Plays The Wasps  The Poet and the Women  The Frogs,Aristophanes/DavidB.Barrett,3.94,eng,PenguinBooks,"three plays the wasps  the poet and the women  the frogs,aristophanes/davidb.barrett,penguinbooks"
Four Comedies Lysistrata  The Frogs  The Birds  Ladies Day,Aristophanes/DudleyFitts,4.03,eng,Harcourt,"four comedies lysistrata  the frogs  the birds  ladies day,aristophanes/dudleyfitts,harcourt"
Frogs Assemblywomen Wealth Loeb Classical Library 180 ,Aristophanes/JeffreyHenderson,4.21,grc,HarvardUniversityPress,"frogs assemblywomen wealth loeb classical library 180 ,aristophanes/jeffreyhenderson,harvarduniversitypress"
Cliffs Notes on Aristophanes Lysistrata The Birds The Clouds The Frogs,W.JohnCampbell,2.8,eng,CliffsNotes,"cliffs notes on aristophanes lysistrata the birds the clouds the frogs,w.johncampbell,cliffsnotes"
Aristophanes and Athens An Introduction to the Plays,DouglasM.MacDowell,4.07,eng,OxfordUniversityPress,"aristophanes and athens an introduction to the plays,douglasm.macdowell,oxforduniversitypress"
Lysistrata,Aristophanes/DouglassParker,3.85,eng,Signet,"lysistrata,aristophanes/douglassparker,signet"
Peace,Aristophanes/S.DouglasOlson,3.6,eng,OxfordUniversityPressUSA,"peace,aristophanes/s.douglasolson,oxforduniversitypressusa"
Lysistrata,Aristophanes/SarahRuden,3.85,eng,HackettPublishingCompanyInc.,"lysistrata,aristophanes/sarahruden,hackettpublishingcompanyinc."
The Knights  Peace  The Birds  The Assembly Women  Wealth,Aristophanes/AlanH.Sommerstein/DavidB.Barrett/DavidBrett,3.69,en-US,PenguinClassics,"the knights  peace  the birds  the assembly women  wealth,aristophanes/alanh.sommerstein/davidb.barrett/davidbrett,penguinclassics"
Genres in Dialogue Plato and the Construct of Philosophy,AndreaWilsonNightingale,4.33,en-GB,CambridgeUniversityPress,"genres in dialogue plato and the construct of philosophy,andreawilsonnightingale,cambridgeuniversitypress"
The Curious Incident of the Dog in the Night Time,MarkHaddon,3.88,eng,Vintage,"the curious incident of the dog in the night time,markhaddon,vintage"
The Night Gardener,GeorgePelecanos,3.64,eng,LittleBrownandCompany,"the night gardener,georgepelecanos,littlebrownandcompany"
Twelfth Night,WilliamShakespeare,3.98,eng,SimonSchuster,"twelfth night,williamshakespeare,simonschuster"
Brokeback Mountain,AnnieProulx,3.94,eng,Scribner,"brokeback mountain,annieproulx,scribner"
Getting Things Done The Art of Stress Free Productivity,DavidAllen,3.99,en-GB,PenguinBooks,"getting things done the art of stress free productivity,davidallen,penguinbooks"
Getting Things Done When You Are Not in Charge,GeoffreyM.Bellman,3.46,eng,Berrett-KoehlerPublishers,"getting things done when you are not in charge,geoffreym.bellman,berrett-koehlerpublishers"
Formas breves,RicardoPiglia,4.17,spa,Anagrama,"formas breves,ricardopiglia,anagrama"
El último lector,RicardoPiglia,4.14,spa,Anagrama,"el último lector,ricardopiglia,anagrama"
Money to Burn,RicardoPiglia/AmandaHopkinson,3.76,eng,GrantaUK,"money to burn,ricardopiglia/amandahopkinson,grantauk"
Respiración artificial,RicardoPiglia,3.96,spa,Anagrama,"respiración artificial,ricardopiglia,anagrama"
Plata quemada,RicardoPiglia,3.76,spa,Anagrama,"plata quemada,ricardopiglia,anagrama"
American Government Continuity and Change Alternate Edition,KarenO'Connor/LarryJ.Sabato,2.83,eng,LongmanPublishingGroup,"american government continuity and change alternate edition,kareno'connor/larryj.sabato,longmanpublishinggroup"
Essentials of American and Texas Government Continuity and Change,KarenO'Connor/LarryJ.Sabato,3.5,eng,LongmanPublishingGroup,"essentials of american and texas government continuity and change,kareno'connor/larryj.sabato,longmanpublishinggroup"
El túnel,ErnestoSabato,4.05,spa,SeixBarral,"el túnel,ernestosabato,seixbarral"
The Confessions Works of Saint Augustine 1 ,AugustineofHippo/JohnE.Rotelle/MariaBoulding,3.92,eng,NewCityPress,"the confessions works of saint augustine 1 ,augustineofhippo/johne.rotelle/mariaboulding,newcitypress"
The City of God,AugustineofHippo/ThomasMerton/MarcusDods,3.92,eng,RandomHouse,"the city of god,augustineofhippo/thomasmerton/marcusdods,randomhouse"
The Enchiridion on Faith Hope and Love Augustine Series 1 ,AugustineofHippo/BruceHarbert/JohnE.Rotelle,4.04,eng,NewCityPress,"the enchiridion on faith hope and love augustine series 1 ,augustineofhippo/bruceharbert/johne.rotelle,newcitypress"
Augustine of Hippo A Biography,PeterR.L.Brown,4.27,en-US,UniversityofCaliforniaPress,"augustine of hippo a biography,peterr.l.brown,universityofcaliforniapress"
On Christian Doctrine,AugustineofHippo/D.W.RobertsonJr.,4.03,eng,LibraryofLiberalArts/Bobb-Merrill(IndianapolisIN),"on christian doctrine,augustineofhippo/d.w.robertsonjr.,libraryofliberalarts/bobb-merrill(indianapolisin)"
Confessions Books 1 13,AugustineofHippo/PeterR.L.Brown/FrankSheed,3.92,eng,HackettPubl.CoInc,"confessions books 1 13,augustineofhippo/peterr.l.brown/franksheed,hackettpubl.coinc"
Saint Augustine,GarryWills,3.55,eng,PenguinBooks,"saint augustine,garrywills,penguinbooks"
Augustine A Very Short Introduction,HenryChadwick,3.71,eng,OxfordUniversityPressUSA,"augustine a very short introduction,henrychadwick,oxforduniversitypressusa"
On Genesis A Refutation of the Manichees The Unfinished Literal Meaning of Genesis Works of St Augustine 1 ,AugustineofHippo/BonifaceRamsey/EdmundHill,3.94,eng,NewCityPress,"on genesis a refutation of the manichees the unfinished literal meaning of genesis works of st augustine 1 ,augustineofhippo/bonifaceramsey/edmundhill,newcitypress"
Kitchen Confidential Adventures in the Culinary Underbelly,AnthonyBourdain,4.07,eng,EccoPress,"kitchen confidential adventures in the culinary underbelly,anthonybourdain,eccopress"
Confesiones de un chef,AnthonyBourdain,4.07,spa,SantillanaUSAPublishingCompany,"confesiones de un chef,anthonybourdain,santillanausapublishingcompany"
The Metamorphoses of Ovid,Ovid/AllenMandelbaum,4.05,eng,HarcourtBrace,"the metamorphoses of ovid,ovid/allenmandelbaum,harcourtbrace"
Metamorphoses,Ovid/DavidRaeburn/DenisFeeney,4.05,eng,Penguin,"metamorphoses,ovid/davidraeburn/denisfeeney,penguin"
Metamorphoses,Ovid/BernardKnox/CharlesMartin,4.05,eng,W.W.NortonCompany,"metamorphoses,ovid/bernardknox/charlesmartin,w.w.nortoncompany"
Ovid s Metamorphoses Books 1 5,Ovid/WilliamScovilAnderson,4.27,eng,UniversityofOklahomaPress,"ovid s metamorphoses books 1 5,ovid/williamscovilanderson,universityofoklahomapress"
Ovid s Metamorphoses Books 6 10,Ovid/WilliamScovilAnderson,4.32,eng,UniversityofOklahomaPress,"ovid s metamorphoses books 6 10,ovid/williamscovilanderson,universityofoklahomapress"
Latin Via Ovid A First Course,NormaGoldman/JacobE.Nyenhuis,4.36,en-US,WayneStateUniversityPress,"latin via ovid a first course,normagoldman/jacobe.nyenhuis,waynestateuniversitypress"
The Art of Love and Other Poems,Ovid/J.H.Mozley/G.P.Goold,4.02,eng,HarvardUniversityPress,"the art of love and other poems,ovid/j.h.mozley/g.p.goold,harvarduniversitypress"
The Poems of Exile Tristia and the Black Sea Letters,Ovid/PeterGreen,4.12,eng,UniversityofCaliforniaPress,"the poems of exile tristia and the black sea letters,ovid/petergreen,universityofcaliforniapress"
Metamorphoses Volume 2 Books IX XV,Ovid/FrankJustusMiller,4.52,eng,HarvardUniversityPress,"metamorphoses volume 2 books ix xv,ovid/frankjustusmiller,harvarduniversitypress"
Metamorphoses Volume I Books I VIII,Ovid/FrankJustusMiller,4.42,eng,HarvardUniversityPress,"metamorphoses volume i books i viii,ovid/frankjustusmiller,harvarduniversitypress"
Practice Practice  A Latin Via Ovid Workbook,NormaGoldman/MichaelRossi,4.08,eng,WayneStateUniversityPress,"practice practice  a latin via ovid workbook,normagoldman/michaelrossi,waynestateuniversitypress"
Tibullus A Commentary,MichaelC.J.Putnam,3.71,eng,UniversityofOklahomaPress,"tibullus a commentary,michaelc.j.putnam,universityofoklahomapress"
Dionysiac Poetics and Euripides Bacchae,CharlesSegal,4.62,eng,PrincetonUniversityPress,"dionysiac poetics and euripides bacchae,charlessegal,princetonuniversitypress"
Antigone,Sophocles/ReginaldGibbons/CharlesSegal,3.64,eng,OxfordUniversityPress,"antigone,sophocles/reginaldgibbons/charlessegal,oxforduniversitypress"
Antigone,Sophocles/ReginaldGibbons/CharlesSegal,3.64,eng,OxfordUniversityPressUSA,"antigone,sophocles/reginaldgibbons/charlessegal,oxforduniversitypressusa"
Object Oriented Programming in C ,RichardJohnsonbaugh/MartinKalin,4.07,eng,PrenticeHall,"object oriented programming in c ,richardjohnsonbaugh/martinkalin,prenticehall"
The Iliad,Homer/RobertFitzgerald,3.86,eng,Everyman,"the iliad,homer/robertfitzgerald,everyman"
Love Sex  Tragedy How the Ancient World Shapes Our Lives,SimonGoldhill,3.79,eng,UniversityofChicagoPress,"love sex  tragedy how the ancient world shapes our lives,simongoldhill,universityofchicagopress"
Reading Greek Tragedy,SimonGoldhill,4.12,eng,CambridgeUniversityPress,"reading greek tragedy,simongoldhill,cambridgeuniversitypress"
Who Needs Greek Contests in the Cultural History of Hellenism,SimonGoldhill,3.4,eng,CambridgeUniversityPress,"who needs greek contests in the cultural history of hellenism,simongoldhill,cambridgeuniversitypress"
Foucault s Virginity Ancient Erotic Fiction  the History of Sexuality Stanford Memorial Lecture ,SimonGoldhill,3.73,eng,CambridgeUniversityPress,"foucault s virginity ancient erotic fiction  the history of sexuality stanford memorial lecture ,simongoldhill,cambridgeuniversitypress"
2012 The Return of Quetzalcoatl,DanielPinchbeck,3.42,en-US,Tarcher,"2012 the return of quetzalcoatl,danielpinchbeck,tarcher"
Breaking Open the Head A Psychedelic Journey Into the Heart of Contemporary Shamanism,DanielPinchbeck/LeeFukui,4.06,en-US,ThreeRiversPress(CA),"breaking open the head a psychedelic journey into the heart of contemporary shamanism,danielpinchbeck/leefukui,threeriverspress(ca)"
Them Adventures with Extremists,JonRonson,3.95,eng,SimonSchuster,"them adventures with extremists,jonronson,simonschuster"
The Men Who Stare at Goats,JonRonson,3.61,eng,SimonSchuster,"the men who stare at goats,jonronson,simonschuster"
Guns Germs and Steel The Fates of Human Societies,JaredDiamond,4.03,eng,W.W.Norton,"guns germs and steel the fates of human societies,jareddiamond,w.w.norton"
Caught Inside A Surfer s Year on the California Coast,DanielDuane,3.87,eng,NorthPointPress,"caught inside a surfer s year on the california coast,danielduane,northpointpress"
Into the Wild,JonKrakauer,3.98,eng,AnchorBooks,"into the wild,jonkrakauer,anchorbooks"
Wild at Heart Discovering the Secret of a Man s Soul,JohnEldredge,3.92,eng,ThomasNelson,"wild at heart discovering the secret of a man s soul,johneldredge,thomasnelson"
Wild Swans Three Daughters of China,JungChang,4.26,eng,SimonSchuster,"wild swans three daughters of china,jungchang,simonschuster"
Wild Fire John Corey  4 ,NelsonDeMille,4.01,eng,WarnerBooks(NY),"wild fire john corey  4 ,nelsondemille,warnerbooks(ny)"
Born to Be Wild,CatherineCoulter,3.78,eng,Jove,"born to be wild,catherinecoulter,jove"
The Call of the Wild,JackLondon/Avi,3.86,eng,Scholastic,"the call of the wild,jacklondon/avi,scholastic"
Wild About Books,JudySierra/MarcBrown,4.17,eng,AlfredA.KnopfBooksforYoungReaders,"wild about books,judysierra/marcbrown,alfreda.knopfbooksforyoungreaders"
In Web Design for Libraries,CharlesP.Rubenstein,2.67,eng,LibrariesUnlimited,"in web design for libraries,charlesp.rubenstein,librariesunlimited"
